,Product,Date,Quantity,Sub Category,Category,UnitRetailPrice,Offer,OfferType,Promo_UnitRetailPrice,Sales_of_Product
6753,Product 36,2020-01-16,6.0,Sub Category 18,Category 9,2.99,,nan,2.99,17.94
6754,Product 36,2020-01-17,7.0,Sub Category 18,Category 9,2.99,,nan,2.99,20.93
6755,Product 36,2020-01-18,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6756,Product 36,2020-01-19,6.0,Sub Category 18,Category 9,2.99,,nan,2.99,17.94
6757,Product 36,2020-01-20,5.0,Sub Category 18,Category 9,2.99,,nan,2.99,14.95
6758,Product 36,2020-01-21,5.0,Sub Category 18,Category 9,2.99,,nan,2.99,14.95
6759,Product 36,2020-01-22,6.0,Sub Category 18,Category 9,2.99,,nan,2.99,17.94
6760,Product 36,2020-01-23,6.0,Sub Category 18,Category 9,2.99,,nan,2.99,17.94
6761,Product 36,2020-01-24,7.0,Sub Category 18,Category 9,2.99,,nan,2.99,20.93
6762,Product 36,2020-01-25,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6763,Product 36,2020-01-26,5.0,Sub Category 18,Category 9,2.99,,nan,2.99,14.95
6764,Product 36,2020-01-27,5.0,Sub Category 18,Category 9,2.99,,nan,2.99,14.95
6765,Product 36,2020-01-28,5.0,Sub Category 18,Category 9,2.99,,nan,2.99,14.95
6766,Product 36,2020-01-29,5.0,Sub Category 18,Category 9,2.99,,nan,2.99,14.95
6767,Product 36,2020-01-30,5.0,Sub Category 18,Category 9,2.99,,nan,2.99,14.95
6768,Product 36,2020-01-31,6.0,Sub Category 18,Category 9,2.99,,nan,2.99,17.94
6769,Product 36,2020-02-01,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6770,Product 36,2020-02-02,5.0,Sub Category 18,Category 9,2.99,,nan,2.99,14.95
6771,Product 36,2020-02-03,5.0,Sub Category 18,Category 9,2.99,,nan,2.99,14.95
6772,Product 36,2020-02-04,5.0,Sub Category 18,Category 9,2.99,,nan,2.99,14.95
6773,Product 36,2020-02-05,5.0,Sub Category 18,Category 9,2.99,,nan,2.99,14.95
6774,Product 36,2020-02-06,6.0,Sub Category 18,Category 9,2.99,,nan,2.99,17.94
6775,Product 36,2020-02-07,7.0,Sub Category 18,Category 9,2.99,,nan,2.99,20.93
6776,Product 36,2020-02-08,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6777,Product 36,2020-02-09,6.0,Sub Category 18,Category 9,2.99,,nan,2.99,17.94
6778,Product 36,2020-02-10,6.0,Sub Category 18,Category 9,2.99,,nan,2.99,17.94
6779,Product 36,2020-02-11,6.0,Sub Category 18,Category 9,2.99,,nan,2.99,17.94
6780,Product 36,2020-02-12,7.0,Sub Category 18,Category 9,2.99,,nan,2.99,20.93
6781,Product 36,2020-02-13,7.0,Sub Category 18,Category 9,2.99,,nan,2.99,20.93
6782,Product 36,2020-02-14,9.0,Sub Category 18,Category 9,2.99,,nan,2.99,26.91
6783,Product 36,2020-02-15,10.0,Sub Category 18,Category 9,2.99,,nan,2.99,29.9
6784,Product 36,2020-02-16,7.0,Sub Category 18,Category 9,2.99,,nan,2.99,20.93
6785,Product 36,2020-02-17,7.0,Sub Category 18,Category 9,2.99,,nan,2.99,20.93
6786,Product 36,2020-02-18,7.0,Sub Category 18,Category 9,2.99,,nan,2.99,20.93
6787,Product 36,2020-02-19,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6788,Product 36,2020-02-20,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6789,Product 36,2020-02-21,10.0,Sub Category 18,Category 9,2.99,,nan,2.99,29.9
6790,Product 36,2020-02-22,11.0,Sub Category 18,Category 9,2.99,,nan,2.99,32.89
6791,Product 36,2020-02-23,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6792,Product 36,2020-02-24,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6793,Product 36,2020-02-25,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6794,Product 36,2020-02-26,9.0,Sub Category 18,Category 9,2.99,,nan,2.99,26.91
6795,Product 36,2020-02-27,9.0,Sub Category 18,Category 9,2.99,,nan,2.99,26.91
6796,Product 36,2020-02-28,10.0,Sub Category 18,Category 9,2.99,,nan,2.99,29.9
6797,Product 36,2020-02-29,11.0,Sub Category 18,Category 9,2.99,,nan,2.99,32.89
6798,Product 36,2020-03-01,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6799,Product 36,2020-03-02,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6800,Product 36,2020-03-03,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6801,Product 36,2020-03-04,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6802,Product 36,2020-03-05,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6803,Product 36,2020-03-06,9.0,Sub Category 18,Category 9,2.99,,nan,2.99,26.91
6804,Product 36,2020-03-07,11.0,Sub Category 18,Category 9,2.99,,nan,2.99,32.89
6805,Product 36,2020-03-08,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6806,Product 36,2020-03-09,7.0,Sub Category 18,Category 9,2.99,,nan,2.99,20.93
6807,Product 36,2020-03-10,7.0,Sub Category 18,Category 9,2.99,,nan,2.99,20.93
6808,Product 36,2020-03-11,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6809,Product 36,2020-03-12,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6810,Product 36,2020-03-13,9.0,Sub Category 18,Category 9,2.99,,nan,2.99,26.91
6811,Product 36,2020-03-14,10.0,Sub Category 18,Category 9,2.99,,nan,2.99,29.9
6812,Product 36,2020-03-15,7.0,Sub Category 18,Category 9,2.99,,nan,2.99,20.93
6813,Product 36,2020-03-16,7.0,Sub Category 18,Category 9,2.99,,nan,2.99,20.93
6814,Product 36,2020-03-17,7.0,Sub Category 18,Category 9,2.99,,nan,2.99,20.93
6815,Product 36,2020-03-18,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6816,Product 36,2020-03-19,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6817,Product 36,2020-03-20,9.0,Sub Category 18,Category 9,2.99,,nan,2.99,26.91
6818,Product 36,2020-03-21,10.0,Sub Category 18,Category 9,2.99,,nan,2.99,29.9
6819,Product 36,2020-03-22,7.0,Sub Category 18,Category 9,2.99,,nan,2.99,20.93
6820,Product 36,2020-03-23,7.0,Sub Category 18,Category 9,2.99,,nan,2.99,20.93
6821,Product 36,2020-03-24,7.0,Sub Category 18,Category 9,2.99,,nan,2.99,20.93
6822,Product 36,2020-03-25,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6823,Product 36,2020-03-26,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6824,Product 36,2020-03-27,9.0,Sub Category 18,Category 9,2.99,,nan,2.99,26.91
6825,Product 36,2020-03-28,11.0,Sub Category 18,Category 9,2.99,,nan,2.99,32.89
6826,Product 36,2020-03-29,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6827,Product 36,2020-03-30,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6828,Product 36,2020-03-31,8.0,Sub Category 18,Category 9,2.99,,nan,2.99,23.92
6829,Product 119,2020-01-01,44.0,Sub Category 36,Category 15,3.99,,nan,3.99,175.56
6830,Product 119,2020-01-02,45.0,Sub Category 36,Category 15,3.99,,nan,3.99,179.55
6831,Product 119,2020-01-03,49.0,Sub Category 36,Category 15,3.99,,nan,3.99,195.51
6832,Product 119,2020-01-04,55.0,Sub Category 36,Category 15,3.99,,nan,3.99,219.45
6833,Product 119,2020-01-05,46.0,Sub Category 36,Category 15,3.99,,nan,3.99,183.54
6834,Product 119,2020-01-06,46.0,Sub Category 36,Category 15,3.99,,nan,3.99,183.54
6835,Product 119,2020-01-07,43.0,Sub Category 36,Category 15,3.99,,nan,3.99,171.57
6836,Product 119,2020-01-08,44.0,Sub Category 36,Category 15,3.99,,nan,3.99,175.56
6837,Product 119,2020-01-09,45.0,Sub Category 36,Category 15,3.99,,nan,3.99,179.55
6838,Product 119,2020-01-10,48.0,Sub Category 36,Category 15,3.99,,nan,3.99,191.52
6839,Product 119,2020-01-11,53.0,Sub Category 36,Category 15,3.99,,nan,3.99,211.47
6840,Product 119,2020-01-12,44.0,Sub Category 36,Category 15,3.99,,nan,3.99,175.56
6841,Product 119,2020-01-13,43.0,Sub Category 36,Category 15,3.99,,nan,3.99,171.57
6842,Product 119,2020-01-14,40.0,Sub Category 36,Category 15,3.99,,nan,3.99,159.6
6843,Product 119,2020-01-15,41.0,Sub Category 36,Category 15,3.99,,nan,3.99,163.59
6844,Product 119,2020-01-16,41.0,Sub Category 36,Category 15,3.99,,nan,3.99,163.59
6845,Product 119,2020-01-17,44.0,Sub Category 36,Category 15,3.99,,nan,3.99,175.56
6846,Product 119,2020-01-18,49.0,Sub Category 36,Category 15,3.99,,nan,3.99,195.51
6847,Product 119,2020-01-19,39.0,Sub Category 36,Category 15,3.99,,nan,3.99,155.61
6848,Product 119,2020-01-20,39.0,Sub Category 36,Category 15,3.99,,nan,3.99,155.61
6849,Product 119,2020-01-21,36.0,Sub Category 36,Category 15,3.99,,nan,3.99,143.64
6850,Product 119,2020-01-22,37.0,Sub Category 36,Category 15,3.99,,nan,3.99,147.63
6851,Product 119,2020-01-23,37.0,Sub Category 36,Category 15,3.99,,nan,3.99,147.63
6852,Product 119,2020-01-24,40.0,Sub Category 36,Category 15,3.99,,nan,3.99,159.6
6853,Product 119,2020-01-25,45.0,Sub Category 36,Category 15,3.99,,nan,3.99,179.55
6854,Product 119,2020-01-26,35.0,Sub Category 36,Category 15,3.99,,nan,3.99,139.65
6855,Product 119,2020-01-27,35.0,Sub Category 36,Category 15,3.99,,nan,3.99,139.65
6856,Product 119,2020-01-28,32.0,Sub Category 36,Category 15,3.99,,nan,3.99,127.68
6857,Product 119,2020-01-29,34.0,Sub Category 36,Category 15,3.99,,nan,3.99,135.66
6858,Product 119,2020-01-30,34.0,Sub Category 36,Category 15,3.99,,nan,3.99,135.66
6859,Product 119,2020-01-31,37.0,Sub Category 36,Category 15,3.99,,nan,3.99,147.63
6860,Product 119,2020-02-01,43.0,Sub Category 36,Category 15,3.99,,nan,3.99,171.57
6861,Product 119,2020-02-02,33.0,Sub Category 36,Category 15,3.99,,nan,3.99,131.67
6862,Product 119,2020-02-03,33.0,Sub Category 36,Category 15,3.99,,nan,3.99,131.67
6863,Product 119,2020-02-04,30.0,Sub Category 36,Category 15,3.99,,nan,3.99,119.7
6864,Product 119,2020-02-05,32.0,Sub Category 36,Category 15,3.99,,nan,3.99,127.68
6865,Product 119,2020-02-06,32.0,Sub Category 36,Category 15,3.99,,nan,3.99,127.68
6866,Product 119,2020-02-07,35.0,Sub Category 36,Category 15,3.99,,nan,3.99,139.65
6867,Product 119,2020-02-08,41.0,Sub Category 36,Category 15,3.99,,nan,3.99,163.59
6868,Product 119,2020-02-09,32.0,Sub Category 36,Category 15,3.99,,nan,3.99,127.68
6869,Product 119,2020-02-10,32.0,Sub Category 36,Category 15,3.99,,nan,3.99,127.68
6870,Product 119,2020-02-11,29.0,Sub Category 36,Category 15,3.99,,nan,3.99,115.71
6871,Product 119,2020-02-12,31.0,Sub Category 36,Category 15,3.99,,nan,3.99,123.69
6872,Product 119,2020-02-13,31.0,Sub Category 36,Category 15,3.99,,nan,3.99,123.69
6873,Product 119,2020-02-14,34.0,Sub Category 36,Category 15,3.99,,nan,3.99,135.66
6874,Product 119,2020-02-15,40.0,Sub Category 36,Category 15,3.99,,nan,3.99,159.6
6875,Product 119,2020-02-16,31.0,Sub Category 36,Category 15,3.99,,nan,3.99,123.69
6876,Product 119,2020-02-17,30.0,Sub Category 36,Category 15,3.99,,nan,3.99,119.7
6877,Product 119,2020-02-18,28.0,Sub Category 36,Category 15,3.99,,nan,3.99,111.72
6878,Product 119,2020-02-19,29.0,Sub Category 36,Category 15,3.99,,nan,3.99,115.71
6879,Product 119,2020-02-20,30.0,Sub Category 36,Category 15,3.99,,nan,3.99,119.7
6880,Product 119,2020-02-21,33.0,Sub Category 36,Category 15,3.99,,nan,3.99,131.67
6881,Product 119,2020-02-22,39.0,Sub Category 36,Category 15,3.99,,nan,3.99,155.61
6882,Product 119,2020-02-23,29.0,Sub Category 36,Category 15,3.99,,nan,3.99,115.71
6883,Product 119,2020-02-24,29.0,Sub Category 36,Category 15,3.99,,nan,3.99,115.71
6884,Product 119,2020-02-25,26.0,Sub Category 36,Category 15,3.99,,nan,3.99,103.74
6885,Product 119,2020-02-26,28.0,Sub Category 36,Category 15,3.99,,nan,3.99,111.72
6886,Product 119,2020-02-27,28.0,Sub Category 36,Category 15,3.99,,nan,3.99,111.72
6887,Product 119,2020-02-28,32.0,Sub Category 36,Category 15,3.99,,nan,3.99,127.68
6888,Product 119,2020-02-29,38.0,Sub Category 36,Category 15,3.99,,nan,3.99,151.62
6889,Product 119,2020-03-01,28.0,Sub Category 36,Category 15,3.99,,nan,3.99,111.72
6890,Product 119,2020-03-02,28.0,Sub Category 36,Category 15,3.99,,nan,3.99,111.72
6891,Product 119,2020-03-03,25.0,Sub Category 36,Category 15,3.99,,nan,3.99,99.75
6892,Product 119,2020-03-04,27.0,Sub Category 36,Category 15,3.99,,nan,3.99,107.73
6893,Product 119,2020-03-05,27.0,Sub Category 36,Category 15,3.99,,nan,3.99,107.73
6894,Product 119,2020-03-06,30.0,Sub Category 36,Category 15,3.99,,nan,3.99,119.7
6895,Product 119,2020-03-07,36.0,Sub Category 36,Category 15,3.99,,nan,3.99,143.64
6896,Product 119,2020-03-08,27.0,Sub Category 36,Category 15,3.99,,nan,3.99,107.73
6897,Product 119,2020-03-09,27.0,Sub Category 36,Category 15,3.99,,nan,3.99,107.73
6898,Product 119,2020-03-10,24.0,Sub Category 36,Category 15,3.99,,nan,3.99,95.76
6899,Product 119,2020-03-11,26.0,Sub Category 36,Category 15,3.99,,nan,3.99,103.74
6900,Product 119,2020-03-12,26.0,Sub Category 36,Category 15,3.99,,nan,3.99,103.74
6901,Product 119,2020-03-13,29.0,Sub Category 36,Category 15,3.99,,nan,3.99,115.71
6902,Product 119,2020-03-14,35.0,Sub Category 36,Category 15,3.99,,nan,3.99,139.65
6903,Product 119,2020-03-15,26.0,Sub Category 36,Category 15,3.99,,nan,3.99,103.74
6904,Product 119,2020-03-16,25.0,Sub Category 36,Category 15,3.99,,nan,3.99,99.75
6905,Product 119,2020-03-17,23.0,Sub Category 36,Category 15,3.99,,nan,3.99,91.77
6906,Product 119,2020-03-18,24.0,Sub Category 36,Category 15,3.99,,nan,3.99,95.76
6907,Product 119,2020-03-19,24.0,Sub Category 36,Category 15,3.99,,nan,3.99,95.76
6908,Product 119,2020-03-20,27.0,Sub Category 36,Category 15,3.99,,nan,3.99,107.73
6909,Product 119,2020-03-21,33.0,Sub Category 36,Category 15,3.99,,nan,3.99,131.67
6910,Product 119,2020-03-22,24.0,Sub Category 36,Category 15,3.99,,nan,3.99,95.76
6911,Product 119,2020-03-23,23.0,Sub Category 36,Category 15,3.99,,nan,3.99,91.77
6912,Product 119,2020-03-24,21.0,Sub Category 36,Category 15,3.99,,nan,3.99,83.79
6913,Product 119,2020-03-25,22.0,Sub Category 36,Category 15,3.99,,nan,3.99,87.78
6914,Product 119,2020-03-26,22.0,Sub Category 36,Category 15,3.99,,nan,3.99,87.78
6915,Product 119,2020-03-27,25.0,Sub Category 36,Category 15,3.99,,nan,3.99,99.75
6916,Product 119,2020-03-28,31.0,Sub Category 36,Category 15,3.99,,nan,3.99,123.69
6917,Product 119,2020-03-29,21.0,Sub Category 36,Category 15,3.99,,nan,3.99,83.79
6918,Product 119,2020-03-30,21.0,Sub Category 36,Category 15,3.99,,nan,3.99,83.79
6919,Product 119,2020-03-31,18.0,Sub Category 36,Category 15,3.99,,nan,3.99,71.82
6920,Product 87,2020-01-01,66.0,Sub Category 35,Category 15,8.99,,nan,8.99,593.34
6921,Product 87,2020-01-02,67.0,Sub Category 35,Category 15,8.99,,nan,8.99,602.33
6922,Product 87,2020-01-03,73.0,Sub Category 35,Category 15,8.99,,nan,8.99,656.27
6923,Product 87,2020-01-04,78.0,Sub Category 35,Category 15,8.99,,nan,8.99,701.22
6924,Product 87,2020-01-05,64.0,Sub Category 35,Category 15,8.99,,nan,8.99,575.36
6925,Product 87,2020-01-06,68.0,Sub Category 35,Category 15,8.99,,nan,8.99,611.32
6926,Product 87,2020-01-07,65.0,Sub Category 35,Category 15,8.99,,nan,8.99,584.35
6927,Product 87,2020-01-08,68.0,Sub Category 35,Category 15,8.99,,nan,8.99,611.32
6928,Product 87,2020-01-09,69.0,Sub Category 35,Category 15,8.99,,nan,8.99,620.31
6929,Product 87,2020-01-10,75.0,Sub Category 35,Category 15,8.99,,nan,8.99,674.25
6930,Product 87,2020-01-11,80.0,Sub Category 35,Category 15,8.99,,nan,8.99,719.2
6931,Product 87,2020-01-12,65.0,Sub Category 35,Category 15,8.99,,nan,8.99,584.35
6932,Product 87,2020-01-13,69.0,Sub Category 35,Category 15,8.99,,nan,8.99,620.31
6933,Product 87,2020-01-14,66.0,Sub Category 35,Category 15,8.99,,nan,8.99,593.34
6934,Product 87,2020-01-15,69.0,Sub Category 35,Category 15,8.99,,nan,8.99,620.31
6935,Product 87,2020-01-16,70.0,Sub Category 35,Category 15,8.99,,nan,8.99,629.3
6936,Product 87,2020-01-17,75.0,Sub Category 35,Category 15,8.99,,nan,8.99,674.25
6937,Product 87,2020-01-18,80.0,Sub Category 35,Category 15,8.99,,nan,8.99,719.2
6938,Product 87,2020-01-19,64.0,Sub Category 35,Category 15,8.99,,nan,8.99,575.36
6939,Product 87,2020-01-20,68.0,Sub Category 35,Category 15,8.99,,nan,8.99,611.32
6940,Product 87,2020-01-21,65.0,Sub Category 35,Category 15,8.99,,nan,8.99,584.35
6941,Product 87,2020-01-22,67.0,Sub Category 35,Category 15,8.99,,nan,8.99,602.33
6942,Product 87,2020-01-23,67.0,Sub Category 35,Category 15,8.99,,nan,8.99,602.33
6943,Product 87,2020-01-24,72.0,Sub Category 35,Category 15,8.99,,nan,8.99,647.28
6944,Product 87,2020-01-25,77.0,Sub Category 35,Category 15,8.99,,nan,8.99,692.23
6945,Product 87,2020-01-26,61.0,Sub Category 35,Category 15,8.99,,nan,8.99,548.39
6946,Product 87,2020-01-27,64.0,Sub Category 35,Category 15,8.99,,nan,8.99,575.36
6947,Product 87,2020-01-28,61.0,Sub Category 35,Category 15,8.99,,nan,8.99,548.39
6948,Product 87,2020-01-29,62.0,Sub Category 35,Category 15,8.99,,nan,8.99,557.38
6949,Product 87,2020-01-30,63.0,Sub Category 35,Category 15,8.99,,nan,8.99,566.37
6950,Product 87,2020-01-31,68.0,Sub Category 35,Category 15,8.99,,nan,8.99,611.32
6951,Product 87,2020-02-01,72.0,Sub Category 35,Category 15,8.99,,nan,8.99,647.28
6952,Product 87,2020-02-02,56.0,Sub Category 35,Category 15,8.99,,nan,8.99,503.44
6953,Product 87,2020-02-03,59.0,Sub Category 35,Category 15,8.99,,nan,8.99,530.41
6954,Product 87,2020-02-04,55.0,Sub Category 35,Category 15,8.99,,nan,8.99,494.45
6955,Product 87,2020-02-05,57.0,Sub Category 35,Category 15,8.99,,nan,8.99,512.43
6956,Product 87,2020-02-06,57.0,Sub Category 35,Category 15,8.99,,nan,8.99,512.43
6957,Product 87,2020-02-07,62.0,Sub Category 35,Category 15,8.99,,nan,8.99,557.38
6958,Product 87,2020-02-08,66.0,Sub Category 35,Category 15,8.99,,nan,8.99,593.34
6959,Product 87,2020-02-09,50.0,Sub Category 35,Category 15,8.99,,nan,8.99,449.5
6960,Product 87,2020-02-10,53.0,Sub Category 35,Category 15,8.99,,nan,8.99,476.47
6961,Product 87,2020-02-11,49.0,Sub Category 35,Category 15,8.99,,nan,8.99,440.51
6962,Product 87,2020-02-12,51.0,Sub Category 35,Category 15,8.99,,nan,8.99,458.49
6963,Product 87,2020-02-13,51.0,Sub Category 35,Category 15,8.99,,nan,8.99,458.49
6964,Product 87,2020-02-14,56.0,Sub Category 35,Category 15,8.99,,nan,8.99,503.44
6965,Product 87,2020-02-15,60.0,Sub Category 35,Category 15,8.99,,nan,8.99,539.4
6966,Product 87,2020-02-16,44.0,Sub Category 35,Category 15,8.99,,nan,8.99,395.56
6967,Product 87,2020-02-17,48.0,Sub Category 35,Category 15,8.99,,nan,8.99,431.52
6968,Product 87,2020-02-18,44.0,Sub Category 35,Category 15,8.99,,nan,8.99,395.56
6969,Product 87,2020-02-19,46.0,Sub Category 35,Category 15,8.99,,nan,8.99,413.54
6970,Product 87,2020-02-20,47.0,Sub Category 35,Category 15,8.99,,nan,8.99,422.53
6971,Product 87,2020-02-21,52.0,Sub Category 35,Category 15,8.99,,nan,8.99,467.48
6972,Product 87,2020-02-22,56.0,Sub Category 35,Category 15,8.99,,nan,8.99,503.44
6973,Product 87,2020-02-23,40.0,Sub Category 35,Category 15,8.99,,nan,8.99,359.6
6974,Product 87,2020-02-24,44.0,Sub Category 35,Category 15,8.99,,nan,8.99,395.56
6975,Product 87,2020-02-25,40.0,Sub Category 35,Category 15,8.99,,nan,8.99,359.6
6976,Product 87,2020-02-26,42.0,Sub Category 35,Category 15,8.99,,nan,8.99,377.58
6977,Product 87,2020-02-27,43.0,Sub Category 35,Category 15,8.99,,nan,8.99,386.57
6978,Product 87,2020-02-28,48.0,Sub Category 35,Category 15,8.99,,nan,8.99,431.52
6979,Product 87,2020-02-29,52.0,Sub Category 35,Category 15,8.99,,nan,8.99,467.48
6980,Product 87,2020-03-01,37.0,Sub Category 35,Category 15,8.99,,nan,8.99,332.63
6981,Product 87,2020-03-02,40.0,Sub Category 35,Category 15,8.99,,nan,8.99,359.6
6982,Product 87,2020-03-03,37.0,Sub Category 35,Category 15,8.99,,nan,8.99,332.63
6983,Product 87,2020-03-04,39.0,Sub Category 35,Category 15,8.99,,nan,8.99,350.61
6984,Product 87,2020-03-05,39.0,Sub Category 35,Category 15,8.99,,nan,8.99,350.61
6985,Product 87,2020-03-06,44.0,Sub Category 35,Category 15,8.99,,nan,8.99,395.56
6986,Product 87,2020-03-07,49.0,Sub Category 35,Category 15,8.99,,nan,8.99,440.51
6987,Product 87,2020-03-08,33.0,Sub Category 35,Category 15,8.99,,nan,8.99,296.67
6988,Product 87,2020-03-09,36.0,Sub Category 35,Category 15,8.99,,nan,8.99,323.64
6989,Product 87,2020-03-10,32.0,Sub Category 35,Category 15,8.99,,nan,8.99,287.68
6990,Product 87,2020-03-11,34.0,Sub Category 35,Category 15,8.99,,nan,8.99,305.66
6991,Product 87,2020-03-12,35.0,Sub Category 35,Category 15,8.99,,nan,8.99,314.65
6992,Product 87,2020-03-13,40.0,Sub Category 35,Category 15,8.99,,nan,8.99,359.6
6993,Product 87,2020-03-14,44.0,Sub Category 35,Category 15,8.99,,nan,8.99,395.56
6994,Product 87,2020-03-15,28.0,Sub Category 35,Category 15,8.99,,nan,8.99,251.72
6995,Product 87,2020-03-16,31.0,Sub Category 35,Category 15,8.99,,nan,8.99,278.69
6996,Product 87,2020-03-17,28.0,Sub Category 35,Category 15,8.99,,nan,8.99,251.72
6997,Product 87,2020-03-18,29.0,Sub Category 35,Category 15,8.99,,nan,8.99,260.71
6998,Product 87,2020-03-19,30.0,Sub Category 35,Category 15,8.99,,nan,8.99,269.7
6999,Product 87,2020-03-20,35.0,Sub Category 35,Category 15,8.99,,nan,8.99,314.65
7000,Product 87,2020-03-21,39.0,Sub Category 35,Category 15,8.99,,nan,8.99,350.61
7001,Product 87,2020-03-22,23.0,Sub Category 35,Category 15,8.99,,nan,8.99,206.77
7002,Product 87,2020-03-23,27.0,Sub Category 35,Category 15,8.99,,nan,8.99,242.73
7003,Product 87,2020-03-24,23.0,Sub Category 35,Category 15,8.99,,nan,8.99,206.77
7004,Product 87,2020-03-25,25.0,Sub Category 35,Category 15,8.99,,nan,8.99,224.75
7005,Product 87,2020-03-26,26.0,Sub Category 35,Category 15,8.99,,nan,8.99,233.74
7006,Product 87,2020-03-27,31.0,Sub Category 35,Category 15,8.99,,nan,8.99,278.69
7007,Product 87,2020-03-28,35.0,Sub Category 35,Category 15,8.99,,nan,8.99,314.65
7008,Product 87,2020-03-29,20.0,Sub Category 35,Category 15,8.99,,nan,8.99,179.8
7009,Product 87,2020-03-30,24.0,Sub Category 35,Category 15,8.99,,nan,8.99,215.76
7010,Product 87,2020-03-31,20.0,Sub Category 35,Category 15,8.99,,nan,8.99,179.8
7011,Product 118,2020-01-01,112.0,Sub Category 36,Category 15,6.99,,nan,6.99,782.88
7012,Product 118,2020-01-02,119.0,Sub Category 36,Category 15,6.99,,nan,6.99,831.81
7013,Product 118,2020-01-03,134.0,Sub Category 36,Category 15,6.99,,nan,6.99,936.66
7014,Product 118,2020-01-04,153.0,Sub Category 36,Category 15,6.99,,nan,6.99,1069.47
7015,Product 118,2020-01-05,116.0,Sub Category 36,Category 15,6.99,,nan,6.99,810.84
7016,Product 118,2020-01-06,113.0,Sub Category 36,Category 15,6.99,,nan,6.99,789.87
7017,Product 118,2020-01-07,106.0,Sub Category 36,Category 15,6.99,,nan,6.99,740.94
7018,Product 118,2020-01-08,110.0,Sub Category 36,Category 15,6.99,,nan,6.99,768.9
7019,Product 118,2020-01-09,117.0,Sub Category 36,Category 15,6.99,,nan,6.99,817.83
7020,Product 118,2020-01-10,131.0,Sub Category 36,Category 15,6.99,,nan,6.99,915.69
7021,Product 118,2020-01-11,149.0,Sub Category 36,Category 15,6.99,,nan,6.99,1041.51
7022,Product 118,2020-01-12,112.0,Sub Category 36,Category 15,6.99,,nan,6.99,782.88
7023,Product 118,2020-01-13,109.0,Sub Category 36,Category 15,6.99,,nan,6.99,761.91
7024,Product 118,2020-01-14,101.0,Sub Category 36,Category 15,6.99,,nan,6.99,705.99
7025,Product 118,2020-01-15,104.0,Sub Category 36,Category 15,6.99,,nan,6.99,726.96
7026,Product 118,2020-01-16,110.0,Sub Category 36,Category 15,6.99,,nan,6.99,768.9
7027,Product 118,2020-01-17,124.0,Sub Category 36,Category 15,6.99,,nan,6.99,866.76
7028,Product 118,2020-01-18,142.0,Sub Category 36,Category 15,6.99,,nan,6.99,992.58
7029,Product 118,2020-01-19,104.0,Sub Category 36,Category 15,6.99,,nan,6.99,726.96
7030,Product 118,2020-01-20,100.0,Sub Category 36,Category 15,6.99,,nan,6.99,699.0
7031,Product 118,2020-01-21,91.0,Sub Category 36,Category 15,6.99,,nan,6.99,636.09
7032,Product 118,2020-01-22,94.0,Sub Category 36,Category 15,6.99,,nan,6.99,657.06
7033,Product 118,2020-01-23,100.0,Sub Category 36,Category 15,6.99,,nan,6.99,699.0
7034,Product 118,2020-01-24,114.0,Sub Category 36,Category 15,6.99,,nan,6.99,796.86
7035,Product 118,2020-01-25,130.0,Sub Category 36,Category 15,6.99,,nan,6.99,908.7
7036,Product 118,2020-01-26,92.0,Sub Category 36,Category 15,6.99,,nan,6.99,643.08
7037,Product 118,2020-01-27,88.0,Sub Category 36,Category 15,6.99,,nan,6.99,615.12
7038,Product 118,2020-01-28,79.0,Sub Category 36,Category 15,6.99,,nan,6.99,552.21
7039,Product 118,2020-01-29,82.0,Sub Category 36,Category 15,6.99,,nan,6.99,573.18
7040,Product 118,2020-01-30,87.0,Sub Category 36,Category 15,6.99,,nan,6.99,608.13
7041,Product 118,2020-01-31,101.0,Sub Category 36,Category 15,6.99,,nan,6.99,705.99
7042,Product 118,2020-02-01,118.0,Sub Category 36,Category 15,6.99,,nan,6.99,824.82
